date,equity,open_trades,closed_trades,margin_used,capacity_utilization,capacity_utilization_initial,day_mtm_pnl,theta_pnl_est,delta,gamma,vega,theta,equity_adjusted,drawdown
2006-11-09,10151232.410794724,303,237,523699.1970626177,0.06448714499257756,0.06546239963282721,1162.9596445333855,1799.0173637997955,-546505.687605766,-63195.51867149039,-2426.6993509868016,1799.0173637997955,,
2006-11-10,10150281.814476993,324,243,567989.3218011709,0.06994748177718912,0.07099866522514636,54.52527582160923,2213.8642019876634,-421165.1353612631,-120687.59881935701,-2666.631834393553,2213.8642019876634,,
2006-11-13,10157383.18115025,309,258,528147.3706959739,0.06499550145898958,0.06601842133699673,7106.743615366026,2119.1622090168507,-434409.7940806555,-114494.4000608082,-2559.2521239084467,2119.1622090168507,,
2006-11-14,10157860.553731719,306,261,518448.0806155988,0.06379887746454828,0.06480601007694985,425.5894235757736,2017.4530700575826,-403016.4618667129,-111252.00256371233,-2522.131048584191,2017.4530700575826,,
2006-11-15,10161132.496247027,306,261,521259.46694014495,0.06412418437766042,0.06515743336751811,3221.0172624644074,1959.958566023709,-415046.5684362592,-97080.06202648187,-2473.362083306259,1959.958566023709,,
2006-11-16,10164159.934040353,306,261,520806.10250760335,0.06404932944376862,0.06510076281345042,2974.498853989745,1917.4838263580596,-407301.92191969755,-93987.52979266085,-2447.306571465528,1917.4838263580596,,
2006-11-17,10166529.968532732,324,270,544202.1132355117,0.06691099555599558,0.06802526415443896,3364.313671757573,2305.7631846179106,-376342.18570792413,-113993.12522872366,-2651.88239892986,2305.7631846179106,,
2006-11-20,10175892.157983659,321,273,537558.9680036473,0.06603339535957749,0.06719487100045592,9376.815722970128,2171.886945733077,-344781.9580997165,-99827.25881059654,-2536.4119202694997,2171.886945733077,,
2006-11-21,10177880.53439195,318,276,537116.4580826915,0.06596614789637782,0.06713955726033644,1933.819793148159,2035.4516125855914,-365799.782146948,-91348.78799179713,-2498.6368993898222,2035.4516125855914,,
2006-11-22,10178726.924250381,315,279,529882.8419911354,0.0650723373775644,0.06623535524889192,790.4432037426686,2019.6563439436118,-411587.4983171658,-91548.42503540116,-2478.562162161731,2019.6563439436118,,
2006-11-23,10180340.59869845,315,279,530397.865530954,0.06512526034722808,0.06629973319136925,1563.047355372711,1952.8357093075863,-423277.65447350364,-86914.91756991821,-2452.1519044959005,1952.8357093075863,,
2006-11-24,10179606.975996565,306,288,495487.5060914138,0.06084315279310015,0.06193593826142672,-791.3219436223472,1881.6069528159999,-680360.0594238639,-79051.84963403318,-2441.8097217479058,1881.6069528159999,,
2006-11-27,10185068.350919325,303,291,490730.5474892459,0.06022671259797578,0.061341318436155735,5436.00443843,1735.4101743473936,-675073.73562168,-67873.23587712272,-2338.7178770912637,1735.4101743473936,,
2006-11-28,10185560.08281375,303,291,496668.7193853166,0.06095255382953281,0.062083589923164574,467.3023860799415,1682.2093682324814,-701695.0902399418,-62280.66119702166,-2310.6599019432683,1682.2093682324814,,
2006-11-29,10187494.79008983,303,291,492661.9337049708,0.06044934793294587,0.06158274171312135,1908.3541635889758,1629.402075745786,-678150.1099298892,-62580.55495512167,-2289.3809136301124,1629.402075745786,,
2006-11-30,10189785.896195557,300,294,492255.71811203496,0.060385925073242065,0.06153196476400437,2264.515274750557,1487.937816495818,-691000.8555836142,-58515.01459217882,-2258.9965337310437,1487.937816495818,,
2006-12-01,10190157.13274454,321,300,544325.0006357895,0.06677092825275024,0.06804062507947368,1399.5605575098703,1885.7887566980805,-873353.8932991256,-157377.8256003629,-2516.83598193157,1885.7887566980805,,
2006-12-04,10196312.80834242,309,312,514139.36354571016,0.06303005964139453,0.06426742044321378,6182.140798810499,1601.4264682813496,-829507.9963617086,-140184.03486210038,-2396.0340137869835,1601.4264682813496,,
2006-12-05,10197490.183113152,306,315,504758.0066480361,0.06187282331047321,0.06309475083100452,1145.8060560187432,1542.8854886465313,-804643.3209311757,-120271.35109445502,-2382.5728221748636,1542.8854886465313,,
2006-12-06,10198474.218487583,303,318,495302.31932202366,0.06070789471921077,0.06191278991525296,951.8008269918705,1536.5237889751986,-767454.3928628246,-119072.03607675595,-2377.8268876223997,1536.5237889751986,,
2006-12-07,10199834.87095045,300,321,496106.4570842919,0.060798344208642975,0.06201330713553649,1329.729667946501,1465.4572945321645,-788706.771126007,-103660.5192012563,-2357.884352382771,1465.4572945321645,,
2006-12-08,10200644.416920733,318,330,557488.7633278107,0.06831538534995073,0.06968609541597634,1835.8302308347463,2100.0926559883205,-976608.3194975796,-418854.82401901623,-2685.214923103106,2100.0926559883205,,
2006-12-11,10206727.468961705,309,339,542576.6499771401,0.06644841008382663,0.06782208124714252,6121.6071177228905,1995.662970105044,-1002293.9032143314,-401375.4440806801,-2582.806124518793,1995.662970105044,,
2006-12-12,10209543.769590562,303,345,531203.9280618328,0.06503766721242235,0.0664004910077291,2780.1845947398083,1615.1507340154517,-1002405.5271415967,-146720.17140767718,-2518.728199091833,1615.1507340154517,,
2006-12-13,10214064.981989125,300,348,523744.7367205599,0.06409602073759324,0.06546809209006998,4481.839372731487,1585.5281985233473,-969878.818205557,-148921.68111959402,-2487.1994409193967,1585.5281985233473,,
2006-12-14,10214878.336288739,324,351,608762.6930341381,0.07449460886767072,0.07609533662926726,1838.7001157391985,2219.83057340414,-813160.8213161071,-178281.51378544877,-2819.520678869974,2219.83057340414,,
