trade_id,pair,tenor,delta,strike,option_type,notional,direction,entry_date,expiry_date,entry_vol,sabr_vol,vol_edge,entry_price,premium,domestic_rate,foreign_rate,spot_entry,forward,hedged,hedge_size,hedge_cost,exit_price,pnl,premium_net_received,last_mark,hedge_last_mark,hedge_entry_spot,entry_cost,first_mtm_done
108,USDJPY,1W,0.1,143.53669323361677,put,221.1954310815685,-1,2019-09-06,2019-09-13,1.53475,0.2899738343580571,1.244776165641943,37.65277568252378,8328.621948513448,0.00042964022544011993,0.024282698269029106,106.92,106.8711,True,-221.16588175022218,2.372016041845622,35.44669323361677,166.85297816627053,8197.862583921786,-7840.646590225979,-23905.820158381517,107.24,130.75936459166113,False
109,NZDJPY,1W,0.1,90.88876381827804,put,362.91965786908725,-1,2019-09-06,2019-09-13,1.4723000000000002,0.31286397805533483,1.1594360219446653,22.94894136464153,8328.621948513448,0.00042964022544011993,0.01084967030639417,68.563,68.5493,True,-362.9029081555169,2.50047946131915,21.95476381827804,211.94190588370097,8197.862583921786,-7967.815373526081,-25016.349070792403,68.891,130.75936459166113,False
110,XAUUSD,1W,0.9,1225.8929727861216,call,28.310993505727083,-1,2019-09-06,2019-09-13,1.2465500000000003,0.1225319098588306,1.1240180901411696,294.1833159909643,8328.621948513448,0.00042964022544011993,0.00042964022544011993,1506.82,1506.82,True,28.239132146144854,4.231977282421838,262.63702721387835,458.78063407464697,8197.862583921786,-7435.515171815578,42034.795373501,1499.13,130.75936459166113,False
3,XAUUSD,2W,0.9,1138.1191702507367,call,20.247080302347882,-1,2019-09-02,2019-09-16,1.307725,0.16021134227073405,1.147513657729266,411.56582211182774,8333.00625,0.020801329707193922,0.020801329707193922,1529.29,1529.29,True,20.18656954792551,3.146977155677221,360.31082974926335,-78.69156891714022,8202.178051875,-7295.242303738932,30248.161407698026,1547.1,130.828198125,False
4,XAUUSD,2W,0.1,2161.6247448681906,put,12.859891368271734,-1,2019-09-02,2019-09-16,1.2578749999999999,0.17042462259409244,1.0874503774059074,647.9841867528846,8333.00625,0.020801329707193922,0.020801329707193922,1529.29,1529.29,True,-12.857631791923684,1.9908271907209465,663.1947448681906,297.3557889835836,8202.178051875,-8528.61237501362,-19266.261205972205,1547.1,130.828198125,False
5,AUDJPY,2W,0.25,87.34459476343928,put,452.81428939455657,-1,2019-09-02,2019-09-16,1.29255,0.2556649583301039,1.0368850416698963,18.40270160454034,8333.00625,0.020801329707193922,0.032863059541315534,71.346,71.313,True,-448.80404216302253,3.381934873967005,13.111594763439271,1091.1977094037259,8202.178051875,-5937.117465636143,-33316.070461887655,71.625,130.828198125,False
135,NZDJPY,1W,0.1,92.24161383953276,put,347.43650118737054,-1,2019-09-09,2019-09-16,1.52095,0.3180664036099392,1.2028835963900608,23.997274046568084,8337.528932774108,0.0004233458213878105,0.012307861275265094,68.891,68.87530000000001,True,-347.06285788421275,2.3983162046178887,23.646613839532762,163.80137822034544,8206.629728529555,-8215.696777336118,-23806.77673656757,69.1,130.8992042445535,False
136,USDJPY,1W,0.1,141.3643220758476,put,237.4612035755417,-1,2019-09-09,2019-09-16,1.44625,0.2800678959735975,1.1661821040264027,35.11112049982411,8337.528932774108,0.0004233458213878105,0.024399790448367188,107.24,107.19069999999999,True,-236.71799401592938,2.5461849086138724,33.244322075847606,172.5503749079788,8206.629728529555,-7894.236732183724,-25593.949513002284,107.54,130.8992042445535,False
137,CADJPY,1W,0.1,107.20974963114135,put,314.566660821767,-1,2019-09-09,2019-09-16,1.439,0.2969954070125467,1.1420045929874534,26.5048079507006,8337.528932774108,0.0004233458213878105,0.01854543638372318,81.442,81.41369999999999,True,-313.4945038815425,2.563102832707062,25.549749631141353,201.1381003196303,8206.629728529555,-8037.099426300309,-25599.96118696676,81.769,130.8992042445535,False
30,XAUUSD,2W,0.9,1139.987020691566,call,19.426353229881503,-1,2019-09-03,2019-09-17,1.3574499999999998,0.16401337299704424,1.1934366270029555,428.62940592476383,8326.706244208726,0.020801329707193922,0.020801329707193922,1547.1,1547.1,True,19.423008167356066,3.049528737121626,361.3929793084342,178.50442866902085,8195.976956174649,-7020.5476708449,29161.31600230505,1552.55,130.729288034077,False
31,XAUUSD,2W,0.1,2216.313879698265,put,12.146096543669215,-1,2019-09-03,2019-09-17,1.3025499999999999,0.1749810555801931,1.1275689444198067,685.5458635843604,8326.706244208726,0.020801329707193922,0.020801329707193922,1547.1,1547.1,True,-12.145403801503608,1.8796671221565284,714.9338796982647,131.92167642031484,8195.976956174649,-8683.655925155115,-18234.866359501488,1552.55,130.729288034077,False
32,GBPCHF,2W,0.1,2.170550119058607,put,8348.501246513017,-1,2019-09-03,2019-09-17,2.0632,0.9431986302999216,1.1200013697000786,0.9973893514942704,8326.706244208726,0.020801329707193922,0.03726786166776498,1.1926,1.191847,True,-8347.648876888461,1.004838921997179,0.9292501190586069,109.06373910778535,8195.976956174649,-7757.845777283149,-10361.936550881648,1.202,130.729288034077,False
162,GBPJPY,1W,0.1,203.7256514161651,put,114.79530138513573,-1,2019-09-10,2019-09-17,2.15915,0.34236159573983654,1.8167884042601634,72.5912612993191,8333.135718782476,0.00045355678988590054,0.008698138535707032,132.825,132.804,True,-114.79256578640329,1.5573149782635376,68.5696514161651,70.99109980754918,8202.305487997592,-7871.4738001923715,-15514.904021427123,132.906,130.83023078488486,False
163,NZDJPY,1W,0.1,94.57605587268057,put,318.4803562018994,-1,2019-09-10,2019-09-17,1.62675,0.329826130685286,1.296923869314714,26.165305195463034,8333.135718782476,0.00045355678988590054,0.012679509319549469,69.1,69.0838,True,-318.4359261116187,2.2012491336137123,25.81705587268057,96.6556888879666,8202.305487997592,-8222.225150415647,-21895.33584350879,69.132,130.83023078488486,False
164,AUDJPY,1W,0.1,99.28556533733816,put,318.027111517446,-1,2019-09-10,2019-09-17,1.5449000000000002,0.31582159651511255,1.2290784034848876,26.202595366858674,8333.135718782476,0.00045355678988590054,0.010701794605225997,73.783,73.7685,True,-318.0177871039322,2.462893698208266,25.04956533733815,157.39543418035265,8202.305487997592,-7966.4409090011895,-23608.368443447514,73.997,130.83023078488486,False
57,EURJPY,2W,0.1,187.17210396829034,put,116.7540424303674,-1,2019-09-04,2019-09-18,1.64995,0.36757461602507496,1.282375383974925,71.28434376914616,8322.735297043788,0.0204014442865279,0.01742582923869217,117.4,117.41340000000001,True,-116.74845776491783,1.378457786118111,67.55210396829034,115.7436651182039,8192.0683528802,-7886.9812129743605,-13965.450517839472,118.01,130.66694416358746,False
58,XAUUSD,2W,0.9,1129.6529176505564,call,18.675623705895273,-1,2019-09-04,2019-09-18,1.4213,0.1689496172990972,1.2523503827009028,445.6469796195656,8322.735297043788,0.0204014442865279,0.0204014442865279,1552.55,1552.55,True,18.67336844413891,2.84521458956199,364.34708234944355,917.0462504659142,8192.0683528802,-6804.409008299045,27898.01245554353,1519.05,130.66694416358746,False
59,XAUUSD,2W,0.1,2266.418134533011,put,11.385989064915362,-1,2019-09-04,2019-09-18,1.3649,0.18169229013734903,1.183207709862651,730.9628745990417,8322.735297043788,0.0204014442865279,0.0204014442865279,1552.55,1552.55,True,-11.385352572183281,1.7280023896177976,772.4181345330112,-319.2010009114157,8192.0683528802,-8794.744433335189,-17009.71674284182,1519.05,130.66694416358746,False
189,GBPJPY,1W,0.1,198.53610934634204,put,123.98494885742578,-1,2019-09-11,2019-09-18,2.037775,0.3297800254715638,1.707994974528436,67.23628990635986,8336.28796540308,0.000390312778447921,0.0079628092738364,132.906,132.88670000000002,True,-123.98224403511928,1.6715893127172026,63.274109346342044,123.75309128159807,8205.408244346252,-7845.0372113053845,-16770.086292678305,133.367,130.87972105682834,False
190,AUDJPY,1W,0.1,98.63702397250196,put,329.1829420825461,-1,2019-09-11,2019-09-18,1.499225,0.3104505220387316,1.1887744779612683,25.32417965725778,8336.28796540308,0.000390312778447921,0.011172752644838482,73.997,73.9817,True,-329.17286585430617,2.443163971493004,24.588023972501958,165.2955691714755,8205.408244346252,-8093.958071264367,-24374.92154364552,74.22,130.87972105682834,False
191,NZDJPY,1W,0.1,90.87110623373674,put,372.8292192040611,-1,2019-09-11,2019-09-18,1.4316499999999999,0.3076192162891257,1.1240307837108743,22.359534972070872,8336.28796540308,0.000390312778447921,0.016684672880001167,69.132,69.1104,True,-372.5081797274689,2.578508817943701,22.335106233736738,138.26778427234808,8205.408244346252,-8327.180217963825,-25530.22060580181,69.241,130.87972105682834,False
84,EURJPY,2W,0.1,188.45309619703676,put,115.7152479342406,-1,2019-09-05,2019-09-19,1.655125,0.367978340650652,1.287146659349348,71.96572160975956,8327.531318839863,0.020509124773882604,0.01723963109445565,118.01,118.0248,True,-115.70977521946119,1.3652121528815784,69.16309619703675,30.205355334108475,8196.789077134077,-8003.224824339841,-13803.019085929527,117.89,130.74224170578583,False
85,XAUUSD,2W,0.9,1120.666933906453,call,19.855438911957528,-1,2019-09-05,2019-09-19,1.3514000000000002,0.1638822865007618,1.1875177134992383,419.4080702907443,8327.531318839863,0.020509124773882604,0.020509124773882604,1519.05,1519.05,True,19.85348965124679,2.9894304153374356,378.3630660935469,526.5762169741597,8196.789077134077,-7512.564745361368,29760.976591908475,1506.82,130.74224170578583,False
86,XAUUSD,2W,0.1,2173.219015640153,put,12.426116163507151,-1,2019-09-05,2019-09-19,1.2981,0.17493085212809692,1.123169147871903,670.1636464091688,8327.531318839863,0.020509124773882604,0.020509124773882604,1519.05,1519.05,True,-12.425416866421024,1.8710048674859274,674.189015640153,-85.83895484907036,8196.789077134077,-8377.551024505081,-18626.072645271106,1506.82,130.74224170578583,False
216,GBPJPY,1W,0.1,203.09017806906175,put,117.09220812265764,-1,2019-09-12,2019-09-19,2.126325,0.3388962612992266,1.7874287387007735,71.4010153719198,8360.50255209791,0.00038116255025877344,0.00976535193053253,133.367,133.343,True,-117.08907543245395,1.5819698357418257,67.80017806906176,272.98110579502406,8229.242662029974,-7938.872561215828,-15840.981015256695,135.155,131.2598900679372,False
217,AUDJPY,1W,0.1,102.08760894760078,put,292.13960908676677,-1,2019-09-12,2019-09-19,1.6504750000000001,0.3272631190098334,1.3232118809901667,28.618175324575056,8360.50255209791,0.00038116255025877344,0.013028498297965646,74.22,74.202,True,-292.12918149095464,2.1723570130682637,28.703608947600785,129.9407098169624,8229.242662029974,-8385.461097331514,-21437.607854532216,74.371,131.2598900679372,False
218,XAUUSD,1W,0.9,1193.31815521833,call,26.062639570085746,-1,2019-09-12,2019-09-19,1.3904625000000002,0.13152479173004145,1.2589377082699587,320.78495079577255,8360.50255209791,0.00038116255025877344,0.00038116255025877344,1499.26,1499.26,True,26.04969357770222,3.878586408538575,305.7118447816699,531.2282353366467,8229.242662029974,-7967.657622850662,39049.27216378296,1488.53,131.2598900679372,False
111,EURJPY,2W,0.1,187.70500558888142,put,116.75987098665681,-1,2019-09-06,2019-09-20,1.645725,0.3666794145623893,1.2790455854376108,71.32840229888329,8328.295050101968,0.02081846790164619,0.017700432774430987,117.89,117.9041,True,-116.75419769773973,1.383781928843533,69.17500558888142,112.28705596559992,8197.540817815367,-8076.8647280590585,-13838.87505311309,118.47,130.75423228660088,False
112,XAUUSD,2W,0.9,1108.5258757536035,call,19.858086185227293,-1,2019-09-06,2019-09-20,1.3655249999999999,0.16496059218400225,1.2005644078159976,419.3906186336074,8328.295050101968,0.02081846790164619,0.02081846790164619,1506.82,1506.82,True,19.856525436602254,2.9765520314166234,408.3741242463966,437.8861676907094,8197.540817815367,-8109.528555101662,30120.36343478196,1499.13,130.75423228660088,False
113,XAUUSD,2W,0.1,2170.234386748642,put,12.256251621060617,-1,2019-09-06,2019-09-20,1.3203749999999999,0.17775469422743406,1.142620305772566,679.5140396588287,8328.295050101968,0.02081846790164619,0.02081846790164619,1506.82,1506.82,True,-12.255550604173495,1.8368927007485265,653.3343867486419,-29.507845804231494,8197.540817815367,-8007.430636682687,-18590.444711470776,1499.13,130.75423228660088,False
243,GBPJPY,1W,0.1,204.89077886739855,put,117.04161561491976,-1,2019-09-13,2019-09-20,2.1057,0.33593433550372753,1.7697656644962727,71.42074303955636,8359.199153767711,0.00037635305397487606,0.009404864716717313,135.155,135.1316,True,-117.03859986674635,1.5731295783401182,70.64377886739854,-22.68108393008959,8227.959727053558,-8268.262011783452,-15712.080916311099,134.411,131.23942671415307,False
244,AUDJPY,1W,0.1,101.84246413838095,put,296.2668131387976,-1,2019-09-13,2019-09-20,1.6292499999999999,0.32474073673889964,1.3045092632611002,28.2151047064847,8359.199153767711,0.00037635305397487606,0.013138264795562482,74.371,74.3528,True,-296.25614913390035,2.1991973866499315,29.06646413838095,45.977039463732126,8227.959727053558,-8611.42869949127,-21560.337509368732,74.233,131.23942671415307,False
245,CADJPY,1W,0.1,105.13338606426451,put,341.6477777730841,-1,2019-09-13,2019-09-20,1.3481,0.28674393503942813,1.061356064960572,24.467301406888502,8359.199153767711,0.00037635305397487606,0.019157367196449664,81.362,81.33269999999999,True,-341.62984653973706,2.7897489582204096,24.02538606426451,205.52989438887712,8227.959727053558,-8208.219758996393,-27708.913593144996,81.66,131.23942671415307,False
6,XAUUSD,3W,0.9,1038.6735204039742,call,16.038882611547688,-1,2019-09-02,2019-09-23,1.457225,0.19743104442397852,1.2597939555760216,519.5299062482891,8332.679179504685,0.02056002780490422,0.02056002780490422,1529.29,1529.29,True,16.032070114296598,2.9391311333190924,483.56647959602583,44.49372109170241,8201.856116386462,-7755.866001120028,24404.658410786855,1547.1,130.82306311822353,False
7,XAUUSD,3W,0.1,2485.288464141424,put,8.536635127708331,-1,2019-09-02,2019-09-23,1.397025,0.22083240373524307,1.1761925962647568,976.1081567675719,8332.679179504685,0.02056002780490422,0.02056002780490422,1529.29,1529.29,True,-8.535645277851005,1.5112686913152955,963.0484641414239,191.34764062728448,8201.856116386462,-8221.193348675237,-12993.300667755913,1547.1,130.82306311822353,False
8,GBPJPY,3W,0.25,169.4531907049554,put,178.4896159835619,-1,2019-09-02,2019-09-23,1.38565,0.2572103977727339,1.128439602227266,46.68439188233834,8332.679179504685,0.02056002780490422,0.026337102335535687,128.188,128.1454,True,-178.17488966361586,3.3181704753278383,35.75819070495541,801.1880471927146,8201.856116386462,-6382.465727194463,-23821.09187357712,127.999,130.82306311822353,False
138,EURJPY,2W,0.1,185.65023377819597,put,121.42675290490017,-1,2019-09-09,2019-09-23,1.5949,0.35894315032803237,1.2359568496719677,68.66033625467267,8337.201684763497,0.020710218506755865,0.017585443456070892,118.47,118.4842,True,-121.39822719864166,1.4428595408913338,67.43023377819597,82.58546615442977,8206.307618312709,-8187.834335304655,-14351.698419423417,118.76,130.89406645078688,False
139,XAUUSD,2W,0.9,1107.7193746222256,call,20.23495180734966,-1,2019-09-09,2019-09-23,1.343475,0.16318032453630293,1.180294675463697,412.01984388889383,8337.201684763497,0.020710218506755865,0.020710218506755865,1499.13,1499.13,True,20.204837034621068,3.0052519966874747,414.5206253777744,552.1658469265983,8206.307618312709,-8387.804877671708,30756.611127581575,1485.78,130.89406645078688,False
140,XAUUSD,2W,0.1,2148.5475855687955,put,12.532218476666301,-1,2019-09-09,2019-09-23,1.304025,0.1762168167270879,1.127808183272912,665.261437971777,8337.201684763497,0.020710218506755865,0.020710218506755865,1499.13,1499.13,True,-12.525331817415513,1.862387305022136,626.3075855687955,-101.2518629968028,8206.307618312709,-7849.023495941519,-19066.56110574259,1485.78,130.89406645078688,False
270,NZDJPY,1W,0.1,94.06961347883785,put,318.5416054293576,-1,2019-09-16,2019-09-23,1.636475,0.33147116124065185,1.3050038387593481,26.166841494466045,8335.227698662746,0.0004612520628566319,0.016046766034796052,68.595,68.5745,True,-318.51359806530104,2.18959517375293,26.385613478837854,139.66146875268072,8204.364623793741,-8404.915677787507,-21558.274371451836,68.759,130.8630748690051,False
271,USDJPY,1W,0.1,147.0003565340864,put,208.55753399162768,-1,2019-09-16,2019-09-23,1.59595,0.29595566262982215,1.2999943373701779,39.966082927492586,8335.227698662746,0.0004612520628566319,0.025110991708339504,108.12,108.0689,True,-208.52883951824128,2.263157034081425,39.450356534086396,95.37911984068364,8204.364623793741,-8227.669073839555,-22427.27669018685,108.13,130.8630748690051,False
272,XAUUSD,1W,0.9,1196.3394318730755,call,26.319926418222572,-1,2019-09-16,2019-09-23,1.37005,0.13035951228114692,1.239690487718853,316.688867826464,8335.227698662746,0.0004612520628566319,0.0004612520628566319,1498.43,1498.43,True,26.12727912592335,3.9245836897442037,325.90056812692455,167.7761099131684,8204.364623793741,-8577.678972757587,39771.989376645564,1501.38,130.8630748690051,False
33,XAUUSD,3W,0.9,1047.614708543507,call,15.738260609642655,-1,2019-09-03,2019-09-24,1.4707,0.19838947266219012,1.2723105273378097,529.0533450619799,8326.379420988642,0.02056002780490422,0.02056002780490422,1547.1,1547.1,True,15.737346975567599,2.9438483399595077,484.25529145649284,245.92710174367653,8195.65526407912,-7621.335978540745,24107.569711462736,1552.55,130.72415690952167,False
34,XAUUSD,3W,0.1,2522.121764988278,put,8.364312128928244,-1,2019-09-03,2019-09-24,1.4051,0.22153802828365932,1.1835619717163408,995.464933953336,8326.379420988642,0.02056002780490422,0.02056002780490422,1547.1,1547.1,True,-8.36384098964387,1.4868139382368721,990.251764988278,84.35783322266377,8195.65526407912,-8282.774848584055,-12812.317096805755,1552.55,130.72415690952167,False
35,GBPCHF,3W,0.1,2.7469365760432756,put,5275.223424497996,-1,2019-09-03,2019-09-24,2.245575,1.0624779368772101,1.18309706312279,1.5783937003163049,8326.379420988642,0.02056002780490422,0.03782421505113471,1.1926,1.191416,True,-5274.676792040185,0.6346522609678554,1.5156365760432755,45.151012841948585,8195.65526407912,-7995.321568969425,-6494.709534039081,1.202,130.72415690952167,False
165,EURJPY,2W,0.1,184.2267655790617,put,124.51554556081666,-1,2019-09-10,2019-09-24,1.562325,0.354020343772751,1.208304656227249,66.92183378127311,8332.808643205512,0.021237771288336798,0.017945023448301525,118.76,118.775,True,-124.50942397325969,1.4803663736017014,66.2367655790617,43.888058373274575,8201.983547507185,-8247.507002260789,-14690.86693460491,118.72,130.82509569832652,False
166,XAUUSD,2W,0.9,1095.5386200352618,call,20.282356747101172,-1,2019-09-10,2019-09-24,1.3540750000000001,0.16404283104558395,1.1900321689544162,410.8402562437162,8332.808643205512,0.021237771288336798,0.021237771288336798,1485.78,1485.78,True,20.280861421086506,3.054961762786325,436.33137996473806,52.23734281369536,8201.983547507185,-8849.82870839977,31067.643185119785,1497.2,130.82509569832652,False
