date,equity,open_trades,closed_trades,margin_used,capacity_utilization,capacity_utilization_initial,day_mtm_pnl,theta_pnl_est,delta,gamma,vega,theta,equity_adjusted,drawdown
2023-08-24,11699039.00589496,318,1221,1076985.147844546,0.11507196737504147,0.13462314348056825,-26875.665666738925,3852.4013796717736,-3657635.9262484107,-62900.30596177771,-4215.776830759016,3852.4013796717736,11700893.010049209,-0.002330421384187495
2023-08-25,11709074.926837109,312,1227,1053866.317502678,0.11250529227198218,0.13173328968783474,10481.994759885745,3659.515598156806,-3691948.444198005,-62908.13204734301,-4111.1595956560595,3659.515598156806,11710928.930991357,-0.0014747146437895252
2023-08-28,11713199.334203271,306,1233,1030287.1287560397,0.10994937200329385,0.12878589109450495,4581.7227694609455,3488.8198423000717,-3756889.2337394855,-60385.81141500678,-3974.4990187582052,3488.8198423000717,11715053.33835752,-0.0011230495396384996
2023-08-29,11732215.718132216,324,1242,1119323.1098831529,0.11925742936958954,0.1399153887353941,21675.55941763639,3926.260758226697,-3876123.242056314,-67023.67390461701,-4371.45261177028,3926.260758226697,11734069.722286465,0.0
2023-08-30,11717214.193822939,318,1248,1103997.7328904597,0.11777519325716339,0.13799971661130747,-14426.216494605003,4221.157914278775,-3826094.27155029,-67524.55351882539,-4389.009581181495,4221.157914278775,11719068.197977187,-0.001278458767019699
2023-08-31,11722073.850109262,318,1248,1098937.3830538602,0.1171867492375951,0.13736717288173253,5319.945350314796,3881.7475721686815,-3811570.5969343493,-65716.42846181788,-4287.777050865031,3881.7475721686815,11723927.85426351,-0.000864309507526761
2023-09-01,11747731.479767827,315,1251,1078551.60896023,0.11476168939698406,0.13481895112002873,26113.0107409888,3729.8259327493374,-3758387.6437008153,-68031.87689155801,-4176.83838197225,3729.8259327493374,11749585.483922075,0.0
2023-09-04,11755410.5151833,324,1269,1126908.1941973453,0.11982867301208126,0.14086352427466817,10317.16252086628,4458.3254706749485,-3776806.585962244,-76084.92167658637,-4527.634598670914,4458.3254706749485,11757264.519337548,0.0
2023-09-05,11769092.7508851,321,1272,1104411.7961899051,0.11730001406723209,0.13805147452373814,14241.543656726808,4298.237788950991,-3805677.0324310744,-78293.92684566403,-4411.093722715884,4298.237788950991,11770946.755039347,0.0
2023-09-06,11773342.28614568,321,1272,1098026.922753338,0.11657977998794837,0.13725336534416724,4720.082165914283,4415.732947091935,-3765079.4815800968,-82114.81154116569,-4373.659554735905,4415.732947091935,11775196.290299928,0.0
2023-09-07,11772530.607593965,321,1272,1094624.734995985,0.1162265756066381,0.13682809187449813,-341.7225622631764,4492.102233995112,-3749100.01927278,-82437.33246754353,-4363.93113899485,4492.102233995112,11774384.611748213,-6.89312119903687e-05
2023-09-08,11768262.575012473,318,1275,1087703.2205667982,0.11553353921549941,0.13596290257084978,-3797.1126739395168,4545.447465657858,-3718077.1326552792,-78321.243017277,-4246.047276651987,4545.447465657858,11770116.579166722,-0.0004313907817732758
