date,theta_pnl_est
2006-09-01,666.8139518564839
2006-09-04,1206.4490735051406
2006-09-05,1836.2005464270123
2006-09-06,2382.024972841289
2006-09-07,3092.0722348680065
2006-09-08,3359.096703939134
2006-09-11,3124.1731223898782
2006-09-12,3254.724128548462
2006-09-13,3685.872605792081
2006-09-14,4060.8493674387955
2006-09-15,4479.925258783814
2006-09-18,4108.065493355716
2006-09-19,4338.455971463581
2006-09-20,4274.205304830101
2006-09-21,3966.3428149796327
2006-09-22,4392.490532683241
2006-09-25,3834.5170233114754
2006-09-26,3650.707390880819
2006-09-27,3598.816212077718
2006-09-28,4062.7195995517595
2006-09-29,3904.0040445671893
2006-10-02,3695.34113944592
2006-10-03,4385.516257773292
2006-10-04,4371.808920013086
2006-10-05,4470.777585800489
2006-10-06,3894.233602231095
2006-10-09,3786.524189567611
2006-10-10,3578.8232300408363
2006-10-11,3543.1325651248044
2006-10-12,3424.561320123542
2006-10-13,3974.7007114040443
2006-10-16,3624.514286741304
2006-10-17,3442.83404398413
2006-10-18,3381.861249569827
2006-10-19,3214.1779802054857
2006-10-20,3234.869712106001
2006-10-23,3962.133403608092
2006-10-24,3779.8838178401206
2006-10-25,3706.7440944870505
2006-10-26,3610.403337620773
2006-10-27,3549.7989443513543
2006-10-30,3460.4073082557093
2006-10-31,3268.8011286133756
2006-11-01,3276.84885270236
2006-11-02,3101.553718330271
2006-11-03,3647.128051430212
2006-11-06,3269.78511405807
2006-11-07,2915.942931851315
2006-11-08,2924.7502902718848
2006-11-09,2706.675292257314
2006-11-10,3334.402643906996
2006-11-13,3191.045799282735
2006-11-14,3036.97060823844
2006-11-15,2950.2478830976083
2006-11-16,2885.928900199648
2006-11-17,3474.0991340455757
2006-11-20,3271.402141545498
2006-11-21,3065.307295600865
2006-11-22,3041.401216413875
2006-11-23,2940.3879780775733
2006-11-24,2833.4193362625224
2006-11-27,2613.2618482386833
2006-11-28,2533.4529439573876
2006-11-29,2453.542659816229
2006-11-30,2240.9124733880135
2006-12-01,2844.9520260165837
2006-12-04,2415.2248925130543
2006-12-05,2326.4214848776933
2006-12-06,2316.63145608686
2006-12-07,2209.3370537922824
2006-12-08,3172.2425400152347
2006-12-11,3014.4077038229616
2006-12-12,2437.1133920549105
2006-12-13,2392.3693328612353
2006-12-14,3355.564183657113
2006-12-15,3370.842447947094
2006-12-18,3181.7994411816685
2006-12-19,3128.79417669196
2006-12-20,3013.824795295433
2006-12-21,2674.1429386926475
2006-12-22,3298.711827972712
2006-12-25,3080.9335819391476
2006-12-26,2858.023337462968
2006-12-27,2881.5968449614907
2006-12-28,2803.8014547379685
2006-12-29,2719.809076468366
2007-01-01,2577.760701586467
2007-01-02,3190.109274373944
2007-01-03,3222.483867858801
2007-01-04,3041.829658578703
2007-01-05,2990.3222775360473
2007-01-08,3404.736663851362
2007-01-09,3252.2362220586256
2007-01-10,3232.5229015493583
2007-01-11,3198.0962704541153
2007-01-12,2927.6050770937595
2007-01-15,3385.2536566787653
2007-01-16,3355.156580095525
2007-01-17,3316.2211851943907
2007-01-18,3303.047475429333
2007-01-19,3143.1861736137025
2007-01-22,3746.5341865918394
2007-01-23,3628.744591880232
2007-01-24,3820.3430899381524
2007-01-25,3826.514287447338
2007-01-26,3610.7365852278685
2007-01-29,3430.7932794649023
2007-01-30,3297.772742626883
2007-01-31,3817.03334527424
2007-02-01,3573.8393536575472
2007-02-02,3645.1392004039108
2007-02-05,3140.43897886419
2007-02-06,2999.518979375864
2007-02-07,2994.185758062371
2007-02-08,3637.4108758851253
2007-02-09,3609.4290347945775
2007-02-12,3339.4381394220354
2007-02-13,3305.9888204635836
2007-02-14,3173.9295488400603
2007-02-15,3095.0394665406975
2007-02-16,3198.131490523477
2007-02-19,2934.9820026675056
2007-02-20,3710.3706717977198
2007-02-21,3277.212526749501
2007-02-22,3188.379884030225
2007-02-23,2985.2577785154235
2007-02-26,2690.7524714223596
2007-02-27,2792.6598013499747
2007-02-28,2590.7386828251624
2007-03-01,2749.057033138303
2007-03-02,3052.582711159112
2007-03-05,3987.8538424918306
2007-03-06,3732.157228277365
2007-03-07,3600.026638206859
2007-03-08,3407.0381321181417
2007-03-09,4581.805192283225
2007-03-12,3481.1494779243335
2007-03-13,3695.2269621063315
2007-03-14,4879.082006747794
2007-03-15,5104.956219790441
2007-03-16,4707.430681857252
2007-03-19,4419.0176552821595
2007-03-20,3858.2890318657464
2007-03-21,5106.703623327893
2007-03-22,5115.049066357071
2007-03-23,4661.799127019205
2007-03-26,4312.667417371692
2007-03-27,3905.898032486339
2007-03-28,3651.5699235385537
2007-03-29,3785.8657794671053
2007-03-30,4697.456239776084
2007-04-02,4230.045704770852
2007-04-03,3683.627541224932
2007-04-04,3545.8992882706875
2007-04-05,3489.2394599056165
2007-04-06,3404.5465651894597
2007-04-09,4120.803130028598
2007-04-10,4004.029386577283
2007-04-11,3750.8443062577244
2007-04-12,3826.919854756955
2007-04-13,4485.250232841438
2007-04-16,4190.655032664872
2007-04-17,3980.5876861631787
2007-04-18,3848.9267521176685
2007-04-19,3789.1011666699737
2007-04-20,3667.871794928877
2007-04-23,4844.908197910571
2007-04-24,4640.804971042624
2007-04-25,4681.796648832849
2007-04-26,4709.89544109269
2007-04-27,4297.896751235414
2007-04-30,3927.285061650311
2007-05-01,3970.687608287505
2007-05-02,3843.9944426369025
2007-05-03,3743.671480247171
2007-05-04,4517.472898307509
2007-05-07,3985.047111773676
2007-05-08,3972.0520460148036
2007-05-09,4001.6462169721776
2007-05-10,3929.1247600112815
2007-05-11,3857.981478209025
2007-05-14,4735.011990123946
2007-05-15,4603.351109074647
2007-05-16,4378.93066738166
2007-05-17,4398.259032856615
2007-05-18,4249.6254453511865
2007-05-21,4191.973721430647
2007-05-22,4980.784388930457
2007-05-23,4922.5793798216
2007-05-24,4773.469116101987
2007-05-25,4903.44173043215
2007-05-28,4880.008135131638
2007-05-29,4444.204439619487
2007-05-30,4404.320171698885
2007-05-31,4269.115312626477
2007-06-01,4546.064836449465
2007-06-04,3725.741678454202
2007-06-05,3380.84243988898
2007-06-06,3985.0172934937364
2007-06-07,3877.8497081365717
2007-06-08,3940.757285333387
2007-06-11,3339.1471912013326
2007-06-12,4084.4466081041505
2007-06-13,3981.4382692624795
2007-06-14,3945.7205826271725
2007-06-15,3863.2741114643327
2007-06-18,4265.59929836975
2007-06-19,4030.2483370739105
2007-06-20,4009.5956342662275
2007-06-21,3850.3931182236856
2007-06-22,4382.930004266723
2007-06-25,4197.381611134251
2007-06-26,4388.271258531602
2007-06-27,4360.451912901488
2007-06-28,4275.117548665328
2007-06-29,3992.914483054515
2007-07-02,4328.104197385979
2007-07-03,4256.329892604246
2007-07-04,4245.584461996417
2007-07-05,4248.434133778787
2007-07-06,3923.439426373053
2007-07-09,4704.797508017758
2007-07-10,4381.900438968552
2007-07-11,4406.683660063658
2007-07-12,4578.14061806748
2007-07-13,5211.5255396048615
2007-07-16,4654.783711609624
2007-07-17,4516.593912520251
2007-07-18,4378.834697943003
2007-07-19,4253.70785001027
2007-07-20,4079.2754955145183
2007-07-23,4762.10055179469
2007-07-24,4584.951449086475
2007-07-25,4594.241521977896
2007-07-26,4394.020760930526
2007-07-27,4244.124103868169
2007-07-30,5592.6321507022785
2007-07-31,5183.730435349627
2007-08-01,5240.6539256836095
2007-08-02,5228.938357150969
2007-08-03,4842.26125651539
2007-08-06,4666.910927424488
2007-08-07,5812.19353375081
2007-08-08,5817.274790045418
2007-08-09,5834.187828453795
2007-08-10,5449.136810039689
2007-08-13,6411.554050060007
2007-08-14,5568.657283803659
2007-08-15,5481.83206782174
2007-08-16,5109.901858755955
2007-08-17,5160.329115980282
2007-08-20,4515.391668665424
2007-08-21,5807.979796403682
2007-08-22,5609.837232385206
2007-08-23,5590.166772129973
2007-08-24,5966.038065274139
2007-08-27,5875.520304743227
2007-08-28,5639.325609988097
2007-08-29,5587.729914228539
2007-08-30,5384.865100919829
2007-08-31,6388.067951862552
2007-09-03,6224.540885490325
2007-09-04,5326.6191617442855
2007-09-05,5024.058043737009
2007-09-06,4823.372413697316
2007-09-07,5897.806483525868
2007-09-10,5545.0456156264945
2007-09-11,5386.8017306414895
2007-09-12,5455.147262301249
2007-09-13,5227.308307095461
2007-09-14,6152.394780729287
2007-09-17,5680.385092507221
2007-09-18,5223.717000999009
2007-09-19,5210.985498121207
2007-09-20,4915.4130774838595
2007-09-21,6370.964709755511
2007-09-24,6195.3574782341875
2007-09-25,5866.529240223644
2007-09-26,5800.516013673375
2007-09-27,5442.267766685167
2007-09-28,5156.073911260292
2007-10-01,6324.338832379788
2007-10-02,6252.2792723477405
2007-10-03,6214.515861561758
2007-10-04,5764.563916848087
2007-10-05,5447.982786094478
2007-10-08,6458.876231907118
2007-10-09,6044.317507228065
2007-10-10,6079.591601303034
2007-10-11,5886.3013154730625
2007-10-12,5603.080363936671
2007-10-15,6277.969869678404
2007-10-16,5689.153260992219
2007-10-17,6017.77350340393
2007-10-18,5853.587627287246
2007-10-19,4813.311796511196
2007-10-22,5975.673312399901
2007-10-23,6023.399801092593
2007-10-24,6085.957295292357
2007-10-25,6010.353996559131
2007-10-26,5753.277458953763
2007-10-29,4744.339098032007
2007-10-30,6211.4608915577655
2007-10-31,5765.951005509749
2007-11-01,5757.874573597498
2007-11-02,5700.522505768291
2007-11-05,5007.62890114809
2007-11-06,6609.570964309524
2007-11-07,6690.402584222373
2007-11-08,6085.149045187355
2007-11-09,5806.326761580618
2007-11-12,5439.208524336338
2007-11-13,6718.968388809229
2007-11-14,6348.607811860137
2007-11-15,6412.314305340439
2007-11-16,6574.866920944788
2007-11-19,5793.965550742572
2007-11-20,7046.555967036851
2007-11-21,6922.460853953307
2007-11-22,6252.441087127545
2007-11-23,5986.886217895994
2007-11-26,5859.985888430542
2007-11-27,5860.269257345048
2007-11-28,6494.56662848382
2007-11-29,5895.997334541479
2007-11-30,6920.003396790566
2007-12-03,6033.93721585069
2007-12-04,5867.5575959617945
2007-12-05,5950.996826440591
2007-12-06,5663.270909422225
2007-12-07,6975.8065088189005
2007-12-10,6493.14140528094
2007-12-11,6118.288009774062
2007-12-12,5506.376762293544
2007-12-13,5550.146541261904
2007-12-14,6834.126312873096
2007-12-17,6228.283269016601
2007-12-18,6050.74820794567
2007-12-19,5830.489577926094
2007-12-20,5848.031919172957
2007-12-21,6791.191940867319
2007-12-24,6569.681503326054
2007-12-25,6275.818522283486
2007-12-26,6150.153149996581
2007-12-27,6083.28852215571
2007-12-28,5830.146049572234
2007-12-31,6374.810744262293
2008-01-01,6180.379334617912
2008-01-02,6035.623680005356
2008-01-03,5951.822132628021
2008-01-04,5908.772060757005
2008-01-07,6685.588184546675
2008-01-08,6366.163651267288
2008-01-09,6173.207952502025
2008-01-10,6091.440933273338
2008-01-11,6047.423992445895
2008-01-14,6625.12144683769
2008-01-15,6368.257966168173
2008-01-16,6399.651014479451
2008-01-17,6356.176488830415
2008-01-18,6099.874563941754
2008-01-21,6823.025044812737
2008-01-22,6789.066602258438
2008-01-23,6831.230017600319
2008-01-24,6734.491063800398
2008-01-25,6550.964976631836
2008-01-28,6001.994562258489
2008-01-29,7016.7438647816025
2008-01-30,6710.915850424337
2008-01-31,6953.730467658192
2008-02-01,6882.194947675813
2008-02-04,6440.115168953033
2008-02-05,7359.356278514695
2008-02-06,7096.155016659206
2008-02-07,7053.036154422746
2008-02-08,7011.283815407971
2008-02-11,6766.72075216113
2008-02-12,7671.276085707678
2008-02-13,7610.064738774811
2008-02-14,7573.47958257623
2008-02-15,7623.026349649972
2008-02-18,7359.122439664384
2008-02-19,7958.1655253732215
2008-02-20,7891.065281543822
2008-02-21,7871.684169433626
